Entity	Relation	Value	Iteration of Promotion	Probability	Source	Candidate Source
concept:gene:bioF	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:gadB	concept:has	concept:molecular_function:glutamate#SPACE#decarboxylase#SPACE#activity		1.0		
concept:gene:mnmG	concept:is#SPACE#involved#SPACE#in	concept:biological_process:tRNA#SPACE#methylation		1.0		
concept:gene:lplT	concept:is#SPACE#part#SPACE#of	concept:cellular_component:integral#SPACE#component#SPACE#of#SPACE#plasma#SPACE#membrane		1.0		
concept:gene:yajL	concept:is#SPACE#part#SPACE#of	concept:cellular_component:nucleus		1.0		
concept:gene:yghQ	concept:is#SPACE#part#SPACE#of	concept:cellular_component:plasma#SPACE#membrane		1.0		
concept:gene:recN	concept:is#SPACE#involved#SPACE#in	concept:biological_process:SOS#SPACE#response		1.0		
concept:gene:nupC	concept:is#SPACE#involved#SPACE#in	concept:biological_process:nucleoside#SPACE#transmembrane#SPACE#transport		1.0		
concept:gene:oxyR	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosol		1.0		
concept:gene:nfuA	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:paaX	concept:represses	concept:gene:paaY		1.0		
concept:gene:raiA	concept:is#SPACE#involved#SPACE#in	concept:biological_process:negative#SPACE#regulation#SPACE#of#SPACE#translational#SPACE#elongation		1.0		
concept:gene:arnA	concept:is#SPACE#involved#SPACE#in	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:fis	concept:represses	concept:gene:narH		1.0		
concept:gene:pflA	concept:has	concept:molecular_function:4#SPACE#iron#COMMA##SPACE#4#SPACE#sulfur#SPACE#cluster#SPACE#binding		1.0		
concept:gene:pheT	concept:is#SPACE#part#SPACE#of	concept:cellular_component:membrane		1.0		
concept:gene:pyrG	concept:has	concept:molecular_function:identical#SPACE#protein#SPACE#binding		1.0		
concept:gene:wecB	concept:is#SPACE#involved#SPACE#in	concept:biological_process:enterobacterial#SPACE#common#SPACE#antigen#SPACE#biosynthetic#SPACE#process		1.0		
concept:gene:pta	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosol		1.0		
concept:gene:cyoC	concept:is#SPACE#involved#SPACE#in	concept:biological_process:aerobic#SPACE#respiration		1.0		
concept:gene:dtd	concept:has	concept:molecular_function:D-tyrosyl-tRNA(Tyr)#SPACE#deacylase#SPACE#activity		1.0		
concept:gene:crfC	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosol		1.0		
concept:gene:trg	concept:is#SPACE#part#SPACE#of	concept:cellular_component:plasma#SPACE#membrane		1.0		
concept:gene:sppA	concept:is#SPACE#part#SPACE#of	concept:cellular_component:integral#SPACE#component#SPACE#of#SPACE#plasma#SPACE#membrane		1.0		
concept:gene:guaB	concept:has	concept:molecular_function:identical#SPACE#protein#SPACE#binding		1.0		
concept:gene:yddG	concept:has	concept:molecular_function:L-tryptophan#SPACE#transmembrane#SPACE#transporter#SPACE#activity		1.0		
concept:gene:greA	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytoplasm		1.0		
concept:gene:hicA	concept:has	concept:molecular_function:mRNA#SPACE#binding		1.0		
concept:gene:dgcE	concept:is#SPACE#involved#SPACE#in	concept:biological_process:signal#SPACE#transduction#SPACE#by#SPACE#protein#SPACE#phosphorylation		1.0		
concept:gene:dacA	concept:is#SPACE#part#SPACE#of	concept:cellular_component:integral#SPACE#component#SPACE#of#SPACE#plasma#SPACE#membrane		1.0		
concept:gene:fis	concept:represses	concept:gene:glnQ		1.0		
concept:gene:idnK	concept:is#SPACE#involved#SPACE#in	concept:biological_process:carbohydrate#SPACE#phosphorylation		1.0		
concept:gene:tauA	concept:has	concept:molecular_function:alkanesulfonate#SPACE#transmembrane#SPACE#transporter#SPACE#activity		1.0		
concept:gene:mpaA	concept:is#SPACE#involved#SPACE#in	concept:biological_process:peptidoglycan#SPACE#catabolic#SPACE#process		1.0		
concept:gene:glvC	concept:is#SPACE#involved#SPACE#in	concept:biological_process:phosphoenolpyruvate-dependent#SPACE#sugar#SPACE#phosphotransferase#SPACE#system		1.0		
concept:gene:dnaA	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosol		1.0		
concept:gene:dnaX	concept:has	concept:molecular_function:identical#SPACE#protein#SPACE#binding		1.0		
concept:gene:yfhR	concept:is#SPACE#part#SPACE#of	concept:cellular_component:integral#SPACE#component#SPACE#of#SPACE#membrane		1.0		
concept:gene:lepB	concept:is#SPACE#part#SPACE#of	concept:cellular_component:integral#SPACE#component#SPACE#of#SPACE#plasma#SPACE#membrane		1.0		
concept:gene:ygfX	concept:has	concept:molecular_function:protein#SPACE#binding		1.0		
concept:gene:yaiZ	concept:is#SPACE#part#SPACE#of	concept:cellular_component:plasma#SPACE#membrane		1.0		
concept:gene:wrbA	concept:is#SPACE#part#SPACE#of	concept:cellular_component:membrane		1.0		
concept:gene:ftp	concept:has	concept:molecular_function:transferase#SPACE#activity		1.0		
concept:gene:udp	concept:is#SPACE#involved#SPACE#in	concept:biological_process:UMP#SPACE#catabolic#SPACE#process		1.0		
concept:gene:cheA	concept:is#SPACE#involved#SPACE#in	concept:biological_process:signal#SPACE#transduction#SPACE#by#SPACE#protein#SPACE#phosphorylation		1.0		
concept:gene:ilvE	concept:has	concept:molecular_function:branched-chain-amino-acid#SPACE#transaminase#SPACE#activity		1.0		
concept:gene:fucR	concept:activates	concept:gene:fucP		1.0		
concept:gene:kefB	concept:is#SPACE#involved#SPACE#in	concept:biological_process:potassium#SPACE#ion#SPACE#transport		1.0		
concept:gene:agaR	concept:represses	concept:gene:agaS		1.0		
concept:gene:lrp	concept:activates	concept:gene:dadX		1.0		
concept:gene:glyA	concept:is#SPACE#involved#SPACE#in	concept:biological_process:glycine#SPACE#catabolic#SPACE#process		1.0		
concept:gene:htpG	concept:is#SPACE#involved#SPACE#in	concept:biological_process:response#SPACE#to#SPACE#heat		1.0		
concept:gene:phoQ	concept:has	concept:molecular_function:phosphorelay#SPACE#sensor#SPACE#kinase#SPACE#activity		1.0		
concept:gene:ydjG	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosol		1.0		
concept:gene:pspF	concept:activates	concept:gene:pspG		1.0		
concept:gene:lrp	concept:represses	concept:gene:uhpB		1.0		
concept:gene:nanE	concept:is#SPACE#involved#SPACE#in	concept:biological_process:N-acetylmannosamine#SPACE#catabolic#SPACE#process		1.0		
concept:gene:mtn	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosol		1.0		
concept:gene:yagG	concept:is#SPACE#involved#SPACE#in	concept:biological_process:transmembrane#SPACE#transport		1.0		
concept:gene:yfeX	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosol		1.0		
concept:gene:gfcA	concept:is#SPACE#part#SPACE#of	concept:cellular_component:plasma#SPACE#membrane		1.0		
concept:gene:bglJ	concept:is#SPACE#involved#SPACE#in	concept:biological_process:positive#SPACE#regulation#SPACE#of#SPACE#transcription#COMMA##SPACE#DNA-templated		1.0		
concept:gene:crp	concept:activates	concept:gene:cyoE		1.0		
concept:gene:sdhC	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:arcA	concept:activates	concept:gene:pncB		1.0		
concept:gene:rspB	concept:has	concept:molecular_function:zinc#SPACE#ion#SPACE#binding		1.0		
concept:gene:fnr	concept:activates	concept:gene:cysG		1.0		
concept:gene:cra	concept:activates	concept:gene:nikB		1.0		
concept:gene:araG	concept:is#SPACE#part#SPACE#of	concept:cellular_component:ATP-binding#SPACE#cassette#SPACE#(ABC)#SPACE#transporter#SPACE#complex		1.0		
concept:gene:crp	concept:represses	concept:gene:mtfA		1.0		
concept:gene:hybA	concept:has	concept:molecular_function:iron-sulfur#SPACE#cluster#SPACE#binding		1.0		
concept:gene:rpsL	concept:is#SPACE#involved#SPACE#in	concept:biological_process:RNA#SPACE#folding		1.0		
concept:gene:nhaA	concept:has	concept:molecular_function:cardiolipin#SPACE#binding		1.0		
concept:gene:rob	concept:activates	concept:gene:acrZ		1.0		
concept:gene:lolA	concept:is#SPACE#involved#SPACE#in	concept:biological_process:chaperone-mediated#SPACE#protein#SPACE#transport#SPACE#across#SPACE#periplasmic#SPACE#space		1.0		
concept:gene:mtn	concept:is#SPACE#involved#SPACE#in	concept:biological_process:L-methionine#SPACE#salvage#SPACE#from#SPACE#S-adenosylmethionine		1.0		
concept:gene:pabA	concept:has	concept:molecular_function:4-amino-4-deoxychorismate#SPACE#synthase#SPACE#activity		1.0		
concept:gene:dsbA	concept:is#SPACE#involved#SPACE#in	concept:biological_process:oxidation-reduction#SPACE#process		1.0		
concept:gene:parC	concept:is#SPACE#part#SPACE#of	concept:cellular_component:extrinsic#SPACE#component#SPACE#of#SPACE#plasma#SPACE#membrane		1.0		
concept:gene:yehB	concept:is#SPACE#involved#SPACE#in	concept:biological_process:transmembrane#SPACE#transport		1.0		
concept:gene:fnr	concept:represses	concept:gene:hyfJ		1.0		
concept:gene:fbp	concept:has	concept:molecular_function:phosphoric#SPACE#ester#SPACE#hydrolase#SPACE#activity		1.0		
concept:gene:murQ	concept:is#SPACE#involved#SPACE#in	concept:biological_process:amino#SPACE#sugar#SPACE#catabolic#SPACE#process		1.0		
concept:gene:crp	concept:activates	concept:gene:yfeD		1.0		
concept:gene:cpxR	concept:activates	concept:gene:baeS		1.0		
concept:gene:modC	concept:activates	concept:gene:napB		1.0		
concept:gene:hyaD	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:qseB	concept:activates	concept:gene:qseC		1.0		
concept:gene:rlmG	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosol		1.0		
concept:gene:caiT	concept:is#SPACE#part#SPACE#of	concept:cellular_component:membrane		1.0		
concept:gene:ftsK	concept:has	concept:molecular_function:sequence-specific#SPACE#DNA#SPACE#binding		1.0		
concept:gene:appC	concept:is#SPACE#part#SPACE#of	concept:cellular_component:plasma#SPACE#membrane		1.0		
concept:gene:glyS	concept:has	concept:molecular_function:aminoacyl-tRNA#SPACE#ligase#SPACE#activity		1.0		
concept:gene:glnE	concept:has	concept:molecular_function:magnesium#SPACE#ion#SPACE#binding		1.0		
concept:gene:dapD	concept:is#SPACE#involved#SPACE#in	concept:biological_process:lysine#SPACE#biosynthetic#SPACE#process		1.0		
concept:gene:csgG	concept:is#SPACE#involved#SPACE#in	concept:biological_process:biological#SPACE#adhesion		1.0		
concept:gene:cysB	concept:has	concept:molecular_function:identical#SPACE#protein#SPACE#binding		1.0		
concept:gene:acnA	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosol		1.0		
concept:gene:yjfJ	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosol		1.0		
concept:gene:yoeB	concept:is#SPACE#involved#SPACE#in	concept:biological_process:RNA#SPACE#phosphodiester#SPACE#bond#SPACE#hydrolysis#COMMA##SPACE#endonucleolytic		1.0		
concept:gene:torA	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:yihT	concept:is#SPACE#involved#SPACE#in	concept:biological_process:6-sulfoquinovose(1-)#SPACE#catabolic#SPACE#process		1.0		
concept:gene:arcA	concept:represses	concept:gene:nuoB		1.0		
concept:gene:cspD	concept:is#SPACE#involved#SPACE#in	concept:biological_process:negative#SPACE#regulation#SPACE#of#SPACE#DNA#SPACE#replication		1.0		
concept:gene:mscM	concept:is#SPACE#part#SPACE#of	concept:cellular_component:integral#SPACE#component#SPACE#of#SPACE#plasma#SPACE#membrane		1.0		
concept:gene:purR	concept:is#SPACE#involved#SPACE#in	concept:biological_process:negative#SPACE#regulation#SPACE#of#SPACE#purine#SPACE#nucleotide#SPACE#biosynthetic#SPACE#process		1.0		
concept:gene:plsX	concept:is#SPACE#involved#SPACE#in	concept:biological_process:phospholipid#SPACE#biosynthetic#SPACE#process		1.0		
concept:gene:yraJ	concept:is#SPACE#involved#SPACE#in	concept:biological_process:transmembrane#SPACE#transport		1.0		
concept:gene:uxuR	concept:represses	concept:gene:uidA		1.0		
concept:gene:arcA	concept:represses	concept:gene:ydeA		1.0		
concept:gene:yphD	concept:is#SPACE#part#SPACE#of	concept:cellular_component:integral#SPACE#component#SPACE#of#SPACE#membrane		1.0		
concept:gene:blc	concept:is#SPACE#involved#SPACE#in	concept:biological_process:cellular#SPACE#response#SPACE#to#SPACE#DNA#SPACE#damage#SPACE#stimulus		1.0		
concept:gene:mazG	concept:is#SPACE#involved#SPACE#in	concept:biological_process:UTP#SPACE#catabolic#SPACE#process		1.0		
concept:gene:crp	concept:represses	concept:gene:nirC		1.0		
concept:gene:mtfA	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosol		1.0		
concept:gene:holC	concept:has	concept:molecular_function:protein#SPACE#binding		1.0		
concept:gene:frwB	concept:is#SPACE#involved#SPACE#in	concept:biological_process:carbohydrate#SPACE#transmembrane#SPACE#transport		1.0		
concept:gene:fic	concept:has	concept:molecular_function:protein#SPACE#binding		1.0		
concept:gene:nuoJ	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:crp	concept:activates	concept:gene:ybgS		1.0		
concept:gene:sbmA	concept:has	concept:molecular_function:microcin#SPACE#transmembrane#SPACE#transporter#SPACE#activity		1.0		
concept:gene:proA	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:fepA	concept:is#SPACE#involved#SPACE#in	concept:biological_process:ferric-enterobactin#SPACE#transport		1.0		
concept:gene:intS	concept:is#SPACE#involved#SPACE#in	concept:biological_process:DNA#SPACE#integration		1.0		
concept:gene:lnt	concept:is#SPACE#part#SPACE#of	concept:cellular_component:plasma#SPACE#membrane		1.0		
concept:gene:gsiB	concept:is#SPACE#part#SPACE#of	concept:cellular_component:periplasmic#SPACE#space		1.0		
concept:gene:fetB	concept:is#SPACE#part#SPACE#of	concept:cellular_component:ATP-binding#SPACE#cassette#SPACE#(ABC)#SPACE#transporter#SPACE#complex		1.0		
concept:gene:znuC	concept:has	concept:molecular_function:transmembrane#SPACE#transporter#SPACE#activity		1.0		
concept:gene:mlaD	concept:is#SPACE#involved#SPACE#in	concept:biological_process:phospholipid#SPACE#transport		1.0		
concept:gene:sucD	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:serA	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosol		1.0		
concept:gene:exuR	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:dsbD	concept:is#SPACE#involved#SPACE#in	concept:biological_process:cytochrome#SPACE#complex#SPACE#assembly		1.0		
concept:gene:yeeZ	concept:has	concept:molecular_function:catalytic#SPACE#activity		1.0		
concept:gene:crp	concept:activates	concept:gene:cyoD		1.0		
concept:gene:rplN	concept:is#SPACE#part#SPACE#of	concept:cellular_component:cytosolic#SPACE#large#SPACE#ribosomal#SPACE#subunit		1.0		
concept:gene:nfsA	concept:has	concept:molecular_function:FMN#SPACE#binding		1.0		
concept:gene:folE	concept:has	concept:molecular_function:GTP#SPACE#binding		1.0		
concept:gene:dtd	concept:is#SPACE#involved#SPACE#in	concept:biological_process:response#SPACE#to#SPACE#heat		1.0		
concept:gene:gpt	concept:is#SPACE#involved#SPACE#in	concept:biological_process:GMP#SPACE#salvage		1.0		
concept:gene:xerD	concept:is#SPACE#involved#SPACE#in	concept:biological_process:plasmid#SPACE#maintenance		1.0		
concept:gene:xanP	concept:is#SPACE#part#SPACE#of	concept:cellular_component:plasma#SPACE#membrane		1.0		
concept:gene:suhB	concept:has	concept:molecular_function:glycerol-2-phosphatase#SPACE#activity		1.0		
concept:gene:sdaC	concept:is#SPACE#part#SPACE#of	concept:cellular_component:integral#SPACE#component#SPACE#of#SPACE#plasma#SPACE#membrane		1.0		
concept:gene:hsdR	concept:is#SPACE#involved#SPACE#in	concept:biological_process:nucleic#SPACE#acid#SPACE#phosphodiester#SPACE#bond#SPACE#hydrolysis		1.0		
concept:gene:fnr	concept:activates	concept:gene:glpC		1.0		
concept:gene:fruA	concept:has	concept:molecular_function:transferase#SPACE#activity		1.0		
concept:gene:trmD	concept:is#SPACE#involved#SPACE#in	concept:biological_process:tRNA#SPACE#methylation		1.0		
concept:gene:ompG	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:nrdG	concept:has	concept:molecular_function:ribonucleoside-diphosphate#SPACE#reductase#SPACE#activity#COMMA##SPACE#thioredoxin#SPACE#disulfide#SPACE#as#SPACE#acceptor		1.0		
concept:gene:fnr	concept:represses	concept:gene:nohB		1.0		
concept:gene:hpt	concept:is#SPACE#involved#SPACE#in	concept:biological_process:guanine#SPACE#salvage		1.0		
concept:gene:trmI	concept:is#SPACE#involved#SPACE#in	concept:biological_process:tRNA#SPACE#methylation		1.0		
concept:gene:mngA	concept:is#SPACE#involved#SPACE#in	concept:biological_process:phosphoenolpyruvate-dependent#SPACE#sugar#SPACE#phosphotransferase#SPACE#system		1.0		
concept:gene:gloC	concept:is#SPACE#involved#SPACE#in	concept:biological_process:response#SPACE#to#SPACE#toxic#SPACE#substance		1.0		
concept:gene:hypC	concept:has	concept:molecular_function:carbon#SPACE#dioxide#SPACE#binding		1.0		
concept:gene:coaE	concept:has	concept:molecular_function:dephospho-CoA#SPACE#kinase#SPACE#activity		1.0		
concept:gene:trg	concept:has	concept:molecular_function:transmembrane#SPACE#signaling#SPACE#receptor#SPACE#activity		1.0		
concept:gene:hyaB	concept:has	concept:molecular_function:protein#SPACE#binding		1.0		
concept:gene:yieF	concept:is#SPACE#involved#SPACE#in	concept:biological_process:xenobiotic#SPACE#metabolic#SPACE#process		1.0		
concept:gene:cusS	concept:is#SPACE#involved#SPACE#in	concept:biological_process:response#SPACE#to#SPACE#copper#SPACE#ion		1.0		
concept:gene:purD	concept:has	concept:molecular_function:response#SPACE#to#SPACE#antibiotic		1.0		
concept:gene:cobB	concept:has	concept:molecular_function:protein#SPACE#binding		1.0		
concept:gene:pgi	concept:is#SPACE#involved#SPACE#in	concept:biological_process:cellular#SPACE#response#SPACE#to#SPACE#oxidative#SPACE#stress		1.0		
