Entity	Relation	Value	Iteration of Promotion	Probability	Source	Candidate Source
concept:fliT	generalizations	concept:gene		1.0		
concept:hiuH	generalizations	concept:gene		1.0		
concept:5-formyltetrahydrofolate#SPACE#cyclo-ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ylbA	generalizations	concept:gene		1.0		
concept:queC	generalizations	concept:gene		1.0		
concept:ykgG	generalizations	concept:gene		1.0		
concept:double-stranded#SPACE#DNA#SPACE#endodeoxyribonuclease#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:L-rhamnonate#SPACE#dehydratase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:bacterial#SPACE#nucleoid	generalizations	concept:cellular_component		1.0		
concept:kdpF	generalizations	concept:gene		1.0		
concept:asnS	generalizations	concept:gene		1.0		
concept:paaA	generalizations	concept:gene		1.0		
concept:DNA#SPACE#binding#SPACE#transcription#SPACE#factor#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:protein-phosphocysteine-mannosylglycerate-phosphotransferase#SPACE#system#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yhbT	generalizations	concept:gene		1.0		
concept:5-(carboxyamino)imidazole#SPACE#ribonucleotide#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:3-hydroxyphenyl#SPACE#propionate#SEMICOLON#proton#SPACE#symporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:tRNA#SPACE#N-acetyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:(R)-carnitine#SEMICOLON#4-(trimethylammonio)butanoate#SPACE#antiporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:paaH	generalizations	concept:gene		1.0		
concept:apaH	generalizations	concept:gene		1.0		
concept:yqeJ	generalizations	concept:gene		1.0		
concept:proteolysis	generalizations	concept:biological_process		1.0		
concept:lytic#SPACE#endotransglycosylase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:Ofloxacin	generalizations	concept:antibiotic		1.0		
concept:dmsD	generalizations	concept:gene		1.0		
concept:ysaC	generalizations	concept:gene		1.0		
concept:acetyl-CoA#SPACE#C-acyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yqjA	generalizations	concept:gene		1.0		
concept:ydaU	generalizations	concept:gene		1.0		
concept:chiA	generalizations	concept:gene		1.0		
concept:dihydrouracil#SPACE#dehydrogenase#SPACE#(NAD+)#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:glnA	generalizations	concept:gene		1.0		
concept:rtcA	generalizations	concept:gene		1.0		
concept:yfaL	generalizations	concept:gene		1.0		
concept:nlpI	generalizations	concept:gene		1.0		
concept:maturation#SPACE#of#SPACE#SSU-rRNA	generalizations	concept:biological_process		1.0		
concept:yeeL	generalizations	concept:gene		1.0		
concept:phosphopyruvate#SPACE#hydratase#SPACE#complex	generalizations	concept:cellular_component		1.0		
concept:mhpR	generalizations	concept:gene		1.0		
concept:flhD	generalizations	concept:gene		1.0		
concept:speD	generalizations	concept:gene		1.0		
concept:narV	generalizations	concept:gene		1.0		
concept:proton#SPACE#transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:tRNA-specific#SPACE#adenosine-34#SPACE#deaminase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:orotate#SPACE#phosphoribosyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:protein-phosphocysteine-glucose#SPACE#phosphotransferase#SPACE#system#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:clearance#SPACE#of#SPACE#foreign#SPACE#intracellular#SPACE#DNA	generalizations	concept:biological_process		1.0		
concept:yfaX	generalizations	concept:gene		1.0		
concept:yajR	generalizations	concept:gene		1.0		
concept:uspB	generalizations	concept:gene		1.0		
concept:mdtM	generalizations	concept:gene		1.0		
concept:ygfM	generalizations	concept:gene		1.0		
concept:6-deoxy-6-sulfofructose#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:nrdB	generalizations	concept:gene		1.0		
concept:yeiP	generalizations	concept:gene		1.0		
concept:cysU	generalizations	concept:gene		1.0		
concept:condensin#SPACE#complex	generalizations	concept:cellular_component		1.0		
concept:oxidoreductase#SPACE#activity#COMMA##SPACE#acting#SPACE#on#SPACE#CH#SPACE#or#SPACE#CH2#SPACE#groups#COMMA##SPACE#NAD#SPACE#or#SPACE#NADP#SPACE#as#SPACE#acceptor	generalizations	concept:molecular_function		1.0		
concept:pseudouridylate#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:4-nitrophenol#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:L-serine#SPACE#ammonia-lyase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:base-excision#SPACE#repair	generalizations	concept:biological_process		1.0		
concept:yhdZ	generalizations	concept:gene		1.0		
concept:cysA	generalizations	concept:gene		1.0		
concept:modulation#SPACE#of#SPACE#apoptotic#SPACE#process#SPACE#in#SPACE#other#SPACE#organism	generalizations	concept:biological_process		1.0		
concept:galR	generalizations	concept:gene		1.0		
concept:mannose#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:ureidoglycolate#SPACE#lyase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:protein#SPACE#import	generalizations	concept:biological_process		1.0		
concept:rpsN	generalizations	concept:gene		1.0		
concept:8-oxo-GDP#SPACE#phosphatase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yfeK	generalizations	concept:gene		1.0		
concept:yedF	generalizations	concept:gene		1.0		
concept:proK	generalizations	concept:gene		1.0		
concept:Vancomycin	generalizations	concept:antibiotic		1.0		
concept:ybgL	generalizations	concept:gene		1.0		
concept:isomerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:pmrR	generalizations	concept:gene		1.0		
concept:dnaX	generalizations	concept:gene		1.0		
concept:Tunicamycin	generalizations	concept:antibiotic		1.0		
concept:monocarboxylic#SPACE#acid#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:ygfS	generalizations	concept:gene		1.0		
concept:adenosine#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:glycopeptide#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:ttdR	generalizations	concept:gene		1.0		
concept:ytfP	generalizations	concept:gene		1.0		
concept:yafZ	generalizations	concept:gene		1.0		
concept:ybjS	generalizations	concept:gene		1.0		
concept:2-octaprenyl-6-methoxyphenol#SPACE#hydroxylase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ftp	generalizations	concept:gene		1.0		
concept:non-phosphorylated#SPACE#glucose#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:yggG	generalizations	concept:gene		1.0		
concept:phosphoglycerate#SPACE#dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:blc	generalizations	concept:gene		1.0		
concept:response#SPACE#to#SPACE#leucine	generalizations	concept:biological_process		1.0		
concept:srkA	generalizations	concept:gene		1.0		
concept:anion#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:carB	generalizations	concept:gene		1.0		
concept:insA-6	generalizations	concept:gene		1.0		
concept:holA	generalizations	concept:gene		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#bacterial-type#SPACE#flagellum-dependent#SPACE#cell#SPACE#motility	generalizations	concept:biological_process		1.0		
concept:phosphate#SPACE#ion#SPACE#transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:arabinose#SPACE#transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:regulation#SPACE#of#SPACE#phosphatase#SPACE#activity	generalizations	concept:biological_process		1.0		
concept:mannitol-1-phosphatase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yraM	generalizations	concept:gene		1.0		
concept:yicR	generalizations	concept:gene		1.0		
concept:pflB	generalizations	concept:gene		1.0		
concept:kbl	generalizations	concept:gene		1.0		
concept:single-species#SPACE#biofilm#SPACE#formation	generalizations	concept:biological_process		1.0		
concept:yecD	generalizations	concept:gene		1.0		
concept:yjfZ	generalizations	concept:gene		1.0		
concept:fepE	generalizations	concept:gene		1.0		
concept:gpr	generalizations	concept:gene		1.0		
concept:lpxK	generalizations	concept:gene		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#protein#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:pth	generalizations	concept:gene		1.0		
concept:ydaG	generalizations	concept:gene		1.0		
concept:extracellular#SPACE#space	generalizations	concept:cellular_component		1.0		
concept:pepA	generalizations	concept:gene		1.0		
concept:yihM	generalizations	concept:gene		1.0		
concept:thiamine#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:carbon#SPACE#utilization	generalizations	concept:biological_process		1.0		
concept:methionine#SPACE#adenosyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:polyprenyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:aaeX	generalizations	concept:gene		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#GTPase#SPACE#activity	generalizations	concept:biological_process		1.0		
concept:yjhS	generalizations	concept:gene		1.0		
concept:decR	generalizations	concept:gene		1.0		
concept:yhgN	generalizations	concept:gene		1.0		
concept:DNA#SPACE#replication#COMMA##SPACE#synthesis#SPACE#of#SPACE#RNA#SPACE#primer	generalizations	concept:biological_process		1.0		
concept:rcsD	generalizations	concept:gene		1.0		
concept:glyoxylate#SPACE#cycle	generalizations	concept:biological_process		1.0		
concept:yoaI	generalizations	concept:gene		1.0		
concept:yqjG	generalizations	concept:gene		1.0		
concept:qorA	generalizations	concept:gene		1.0		
concept:2-amino-4-hydroxy-6-hydroxymethyldihydropteridine#SPACE#diphosphokinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:tRNA#SPACE#5'-leader#SPACE#removal	generalizations	concept:biological_process		1.0		
concept:triphosphoribosyl-dephospho-CoA#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:udp	generalizations	concept:gene		1.0		
concept:sgrR	generalizations	concept:gene		1.0		
concept:DNA#SPACE#hairpin#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:flhA	generalizations	concept:gene		1.0		
concept:glutamate#SPACE#5-kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:serine#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:3-oxoacyl-[acyl-carrier-protein]#SPACE#reductase#SPACE#(NADPH)#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:cellular#SPACE#response#SPACE#to#SPACE#phosphate#SPACE#starvation	generalizations	concept:biological_process		1.0		
concept:mngB	generalizations	concept:gene		1.0		
concept:23S#SPACE#rRNA#SPACE#(guanine(1835)-N(2))-methyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:dnaK	generalizations	concept:gene		1.0		
concept:puuR	generalizations	concept:gene		1.0		
concept:kdpE	generalizations	concept:gene		1.0		
concept:DNA#SPACE#replication#SPACE#factor#SPACE#C#SPACE#complex	generalizations	concept:cellular_component		1.0		
concept:frlD	generalizations	concept:gene		1.0		
concept:rfaE	generalizations	concept:gene		1.0		
concept:hypT	generalizations	concept:gene		1.0		
concept:2-iminoacetate#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:DNA#SPACE#insertion#SPACE#or#SPACE#deletion#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:yccB	generalizations	concept:gene		1.0		
concept:cytoplasmic#SPACE#replisome	generalizations	concept:cellular_component		1.0		
concept:response#SPACE#to#SPACE#L-cysteine	generalizations	concept:biological_process		1.0		
concept:ynaK	generalizations	concept:gene		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#cytokinesis	generalizations	concept:biological_process		1.0		
concept:tolC	generalizations	concept:gene		1.0		
concept:amine#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#purine#SPACE#nucleotide#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:N-methyl-L-amino-acid#SPACE#oxidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:fhuD	generalizations	concept:gene		1.0		
concept:yabI	generalizations	concept:gene		1.0		
concept:abgR	generalizations	concept:gene		1.0		
concept:inorganic#SPACE#anion#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:mog	generalizations	concept:gene		1.0		
concept:Oxacillin	generalizations	concept:antibiotic		1.0		
concept:clpX	generalizations	concept:gene		1.0		
concept:zraR	generalizations	concept:gene		1.0		
concept:ydeR	generalizations	concept:gene		1.0		
concept:ydiE	generalizations	concept:gene		1.0		
concept:eutC	generalizations	concept:gene		1.0		
concept:ppk	generalizations	concept:gene		1.0		
concept:yahC	generalizations	concept:gene		1.0		
concept:yegQ	generalizations	concept:gene		1.0		
concept:yoeD	generalizations	concept:gene		1.0		
concept:fkpA	generalizations	concept:gene		1.0		
concept:isochorismatase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:hyaE	generalizations	concept:gene		1.0		
concept:pflA	generalizations	concept:gene		1.0		
concept:positive#SPACE#regulation#SPACE#of#SPACE#lyase#SPACE#activity	generalizations	concept:biological_process		1.0		
concept:triose-phosphate#SPACE#isomerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ydaT	generalizations	concept:gene		1.0		
concept:glutathione#SPACE#transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:uracil#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ydiH	generalizations	concept:gene		1.0		
concept:ebgA	generalizations	concept:gene		1.0		
concept:lipopolysaccharide#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:guaD	generalizations	concept:gene		1.0		
concept:potassium#SPACE#ion#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:glyoxylate#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
